genero,nombreCurso,nota,periodo
Masculino,Estadística y Probabilidad I,2.7,2022-01-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,3.3,2022-01-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,1.0,2022-01-01T00:00:00.000Z
Masculino,Electiva Libre I,1.3,2022-01-01T00:00:00.000Z
Femenino,Electiva Libre I,2.9,2022-01-01T00:00:00.000Z
Masculino,Electiva Libre I,3.7,2022-01-01T00:00:00.000Z
Femenino,Electiva Libre I,1.6,2022-01-01T00:00:00.000Z
Femenino,Electiva Libre I,3.0,2022-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,0.5,2023-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,3.1,2023-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,1.4,2023-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,0.7,2023-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,2.0,2023-03-01T00:00:00.000Z
Masculino,Ingles 3,3.8,2021-01-01T00:00:00.000Z
Femenino,Ingles 3,0.5,2021-01-01T00:00:00.000Z
Femenino,Ingles 3,3.0,2021-01-01T00:00:00.000Z
Femenino,Ingles 3,2.9,2021-01-01T00:00:00.000Z
Femenino,Ingles 3,1.6,2021-01-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.2,2023-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,4.0,2023-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,0.7,2023-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.1,2023-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,4.1,2023-03-01T00:00:00.000Z
Femenino,Analítica de Datos,2.9,2023-03-01T00:00:00.000Z
Femenino,Analítica de Datos,1.7,2023-03-01T00:00:00.000Z
Femenino,Analítica de Datos,0.0,2023-03-01T00:00:00.000Z
Masculino,Analítica de Datos,4.2,2023-03-01T00:00:00.000Z
Femenino,Analítica de Datos,4.6,2023-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.5,2024-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.8,2024-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.2,2024-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.3,2024-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.5,2024-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.2,2023-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,0.8,2023-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,1.6,2023-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,4.5,2023-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,0.3,2023-03-01T00:00:00.000Z
Masculino,Ingles 4,0.1,2024-03-01T00:00:00.000Z
Masculino,Ingles 4,1.3,2024-03-01T00:00:00.000Z
Femenino,Ingles 4,4.1,2024-03-01T00:00:00.000Z
Femenino,Ingles 4,0.8,2024-03-01T00:00:00.000Z
Femenino,Ingles 4,2.0,2024-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.7,2022-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.3,2022-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,1.7,2022-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,4.9,2022-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,3.7,2022-03-01T00:00:00.000Z
Masculino,Electiva Libre I,5.0,2021-01-01T00:00:00.000Z
Masculino,Electiva Libre I,4.8,2021-01-01T00:00:00.000Z
Masculino,Electiva Libre I,3.1,2021-01-01T00:00:00.000Z
Femenino,Electiva Libre I,3.8,2021-01-01T00:00:00.000Z
Masculino,Electiva Libre I,0.5,2021-01-01T00:00:00.000Z
Masculino,Electiva Profesional 1,4.9,2021-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,2.8,2021-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,0.1,2021-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,2.6,2021-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,1.5,2021-03-01T00:00:00.000Z
Femenino,Álgebra lineal,2.4,2022-03-01T00:00:00.000Z
Masculino,Álgebra lineal,2.6,2022-03-01T00:00:00.000Z
Masculino,Álgebra lineal,2.1,2022-03-01T00:00:00.000Z
Masculino,Álgebra lineal,1.2,2022-03-01T00:00:00.000Z
Femenino,Álgebra lineal,4.8,2022-03-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),1.1,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),0.5,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),2.6,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),2.3,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),3.9,2021-01-01T00:00:00.000Z
Femenino,Ingles 4,3.8,2022-03-01T00:00:00.000Z
Femenino,Ingles 4,4.1,2022-03-01T00:00:00.000Z
Masculino,Ingles 4,0.7,2022-03-01T00:00:00.000Z
Femenino,Ingles 4,3.7,2022-03-01T00:00:00.000Z
Femenino,Ingles 4,2.7,2022-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.7,2023-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.0,2023-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,0.9,2023-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,3.2,2023-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.8,2023-01-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.4,2021-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,1.7,2021-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,1.3,2021-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,2.0,2021-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.1,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,2.5,2021-03-01T00:00:00.000Z
Masculino,Ingles 2,1.6,2021-03-01T00:00:00.000Z
Masculino,Ingles 2,4.8,2021-03-01T00:00:00.000Z
Masculino,Ingles 2,2.3,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,0.3,2021-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,1.8,2021-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,1.1,2021-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,3.2,2021-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,2.0,2021-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,1.4,2021-03-01T00:00:00.000Z
Masculino,Cálculo 1,4.5,2022-03-01T00:00:00.000Z
Femenino,Cálculo 1,3.6,2022-03-01T00:00:00.000Z
Femenino,Cálculo 1,1.4,2022-03-01T00:00:00.000Z
Femenino,Cálculo 1,1.2,2022-03-01T00:00:00.000Z
Femenino,Cálculo 1,0.5,2022-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.4,2024-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,1.1,2024-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,4.9,2024-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,3.0,2024-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,2.7,2024-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,4.7,2024-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,3.6,2024-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,4.5,2024-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,2.6,2024-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,3.9,2024-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,0.8,2023-01-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,1.4,2023-01-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,3.9,2023-01-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,1.8,2023-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,2.0,2023-01-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,3.5,2021-01-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,4.5,2021-01-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.8,2021-01-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.1,2021-01-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,2.8,2021-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,0.2,2022-03-01T00:00:00.000Z
Masculino,Almacenamiento de datos,1.8,2022-03-01T00:00:00.000Z
Femenino,Almacenamiento de datos,4.9,2022-03-01T00:00:00.000Z
Femenino,Almacenamiento de datos,3.1,2022-03-01T00:00:00.000Z
Femenino,Almacenamiento de datos,1.2,2022-03-01T00:00:00.000Z
Masculino,Sistemas Operativos,3.2,2022-01-01T00:00:00.000Z
Masculino,Sistemas Operativos,2.8,2022-01-01T00:00:00.000Z
Femenino,Sistemas Operativos,1.3,2022-01-01T00:00:00.000Z
Masculino,Sistemas Operativos,1.6,2022-01-01T00:00:00.000Z
Masculino,Sistemas Operativos,4.2,2022-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,2.6,2021-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,2.6,2021-01-01T00:00:00.000Z
Masculino,Almacenamiento de datos,5.0,2021-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,0.6,2021-01-01T00:00:00.000Z
Masculino,Almacenamiento de datos,0.8,2021-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,4.4,2021-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,2.7,2021-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,2.5,2021-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,3.2,2021-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,2.9,2021-01-01T00:00:00.000Z
Femenino,Sistemas Operativos,4.1,2022-03-01T00:00:00.000Z
Femenino,Sistemas Operativos,0.7,2022-03-01T00:00:00.000Z
Femenino,Sistemas Operativos,3.1,2022-03-01T00:00:00.000Z
Femenino,Sistemas Operativos,1.4,2022-03-01T00:00:00.000Z
Femenino,Sistemas Operativos,1.7,2022-03-01T00:00:00.000Z
Masculino,Cálculo 2,2.2,2021-03-01T00:00:00.000Z
Femenino,Cálculo 2,1.0,2021-03-01T00:00:00.000Z
Masculino,Cálculo 2,3.3,2021-03-01T00:00:00.000Z
Femenino,Cálculo 2,4.2,2021-03-01T00:00:00.000Z
Masculino,Cálculo 2,0.2,2021-03-01T00:00:00.000Z
Masculino,Electiva Libre I,3.1,2022-03-01T00:00:00.000Z
Masculino,Electiva Libre I,2.7,2022-03-01T00:00:00.000Z
Femenino,Electiva Libre I,2.2,2022-03-01T00:00:00.000Z
Femenino,Electiva Libre I,1.7,2022-03-01T00:00:00.000Z
Femenino,Electiva Libre I,1.7,2022-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,0.4,2021-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,0.5,2021-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,4.3,2021-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,0.6,2021-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,3.8,2021-03-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),1.2,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),2.4,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),4.9,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),4.4,2021-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),2.5,2021-01-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.2,2024-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,2.8,2024-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,1.2,2024-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,2.0,2024-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.5,2024-03-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),2.7,2022-01-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),3.8,2022-01-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),4.1,2022-01-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),1.7,2022-01-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),1.7,2022-01-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.2,2023-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,2.9,2023-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.4,2023-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,0.6,2023-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,3.5,2023-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,0.1,2023-01-01T00:00:00.000Z
Masculino,Inteligencia Artificial,3.6,2023-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,4.0,2023-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,1.4,2023-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,0.5,2023-01-01T00:00:00.000Z
Masculino,Sistemas Operativos,2.7,2021-01-01T00:00:00.000Z
Femenino,Sistemas Operativos,4.1,2021-01-01T00:00:00.000Z
Masculino,Sistemas Operativos,4.5,2021-01-01T00:00:00.000Z
Femenino,Sistemas Operativos,4.8,2021-01-01T00:00:00.000Z
Femenino,Sistemas Operativos,0.1,2021-01-01T00:00:00.000Z
Femenino,Redes e Infraestructura,1.0,2024-03-01T00:00:00.000Z
Femenino,Redes e Infraestructura,1.2,2024-03-01T00:00:00.000Z
Masculino,Redes e Infraestructura,5.0,2024-03-01T00:00:00.000Z
Femenino,Redes e Infraestructura,4.4,2024-03-01T00:00:00.000Z
Masculino,Redes e Infraestructura,2.0,2024-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,3.8,2024-01-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,2.5,2024-01-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,0.0,2024-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,0.9,2024-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,2.3,2024-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,2.1,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,4.6,2022-01-01T00:00:00.000Z
Masculino,Electiva Profesional 3,3.9,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,1.4,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,0.7,2022-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,4.0,2021-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,1.9,2021-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,0.4,2021-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,1.7,2021-03-01T00:00:00.000Z
Femenino,Inteligencia Artificial,2.4,2021-03-01T00:00:00.000Z
Masculino,Analítica de Datos,1.3,2023-01-01T00:00:00.000Z
Femenino,Analítica de Datos,0.4,2023-01-01T00:00:00.000Z
Femenino,Analítica de Datos,3.4,2023-01-01T00:00:00.000Z
Femenino,Analítica de Datos,4.0,2023-01-01T00:00:00.000Z
Masculino,Analítica de Datos,2.7,2023-01-01T00:00:00.000Z
Femenino,Ingles 4,2.6,2022-01-01T00:00:00.000Z
Femenino,Ingles 4,0.1,2022-01-01T00:00:00.000Z
Femenino,Ingles 4,1.0,2022-01-01T00:00:00.000Z
Femenino,Ingles 4,3.4,2022-01-01T00:00:00.000Z
Femenino,Ingles 4,2.6,2022-01-01T00:00:00.000Z
Femenino,Cálculo 2,0.7,2023-03-01T00:00:00.000Z
Masculino,Cálculo 2,2.4,2023-03-01T00:00:00.000Z
Femenino,Cálculo 2,3.3,2023-03-01T00:00:00.000Z
Femenino,Cálculo 2,0.8,2023-03-01T00:00:00.000Z
Masculino,Cálculo 2,2.4,2023-03-01T00:00:00.000Z
Femenino,Cálculo 1,0.3,2023-03-01T00:00:00.000Z
Masculino,Cálculo 1,4.0,2023-03-01T00:00:00.000Z
Masculino,Cálculo 1,3.3,2023-03-01T00:00:00.000Z
Masculino,Cálculo 1,3.8,2023-03-01T00:00:00.000Z
Femenino,Cálculo 1,1.7,2023-03-01T00:00:00.000Z
Femenino,Sistemas Operativos,0.2,2024-01-01T00:00:00.000Z
Masculino,Sistemas Operativos,1.4,2024-01-01T00:00:00.000Z
Femenino,Sistemas Operativos,1.0,2024-01-01T00:00:00.000Z
Masculino,Sistemas Operativos,2.6,2024-01-01T00:00:00.000Z
Femenino,Sistemas Operativos,2.9,2024-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,1.2,2023-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,2.9,2023-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,1.1,2023-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,0.0,2023-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,1.6,2023-01-01T00:00:00.000Z
Masculino,Analítica de Datos,4.1,2024-01-01T00:00:00.000Z
Masculino,Analítica de Datos,0.5,2024-01-01T00:00:00.000Z
Femenino,Analítica de Datos,0.1,2024-01-01T00:00:00.000Z
Femenino,Analítica de Datos,2.5,2024-01-01T00:00:00.000Z
Femenino,Analítica de Datos,1.0,2024-01-01T00:00:00.000Z
Femenino,Electiva Profesional 1,3.7,2023-01-01T00:00:00.000Z
Masculino,Electiva Profesional 1,4.3,2023-01-01T00:00:00.000Z
Femenino,Electiva Profesional 1,0.2,2023-01-01T00:00:00.000Z
Femenino,Electiva Profesional 1,0.1,2023-01-01T00:00:00.000Z
Femenino,Electiva Profesional 1,2.2,2023-01-01T00:00:00.000Z
Femenino,Ingles 3,1.0,2021-03-01T00:00:00.000Z
Femenino,Ingles 3,3.3,2021-03-01T00:00:00.000Z
Masculino,Ingles 3,1.2,2021-03-01T00:00:00.000Z
Femenino,Ingles 3,3.1,2021-03-01T00:00:00.000Z
Masculino,Ingles 3,0.4,2021-03-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,0.0,2024-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,4.1,2024-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,3.1,2024-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,1.9,2024-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,0.4,2024-01-01T00:00:00.000Z
Masculino,Cálculo 2,0.9,2023-01-01T00:00:00.000Z
Masculino,Cálculo 2,3.0,2023-01-01T00:00:00.000Z
Masculino,Cálculo 2,1.3,2023-01-01T00:00:00.000Z
Femenino,Cálculo 2,2.6,2023-01-01T00:00:00.000Z
Masculino,Cálculo 2,2.5,2023-01-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,4.2,2023-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,0.3,2023-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,2.8,2023-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,0.3,2023-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,0.0,2023-03-01T00:00:00.000Z
Femenino,Administración para Ingenieros,3.2,2022-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,3.0,2022-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,0.8,2022-03-01T00:00:00.000Z
Femenino,Administración para Ingenieros,4.8,2022-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,2.5,2022-03-01T00:00:00.000Z
Femenino,Formación Ciudadana II: Sociedad y Estado,2.8,2022-01-01T00:00:00.000Z
Femenino,Formación Ciudadana II: Sociedad y Estado,2.5,2022-01-01T00:00:00.000Z
Femenino,Formación Ciudadana II: Sociedad y Estado,2.4,2022-01-01T00:00:00.000Z
Masculino,Formación Ciudadana II: Sociedad y Estado,1.1,2022-01-01T00:00:00.000Z
Femenino,Formación Ciudadana II: Sociedad y Estado,0.1,2022-01-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,3.0,2021-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,4.6,2021-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,0.4,2021-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,3.8,2021-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,3.1,2021-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,0.4,2023-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,2.1,2023-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,0.4,2023-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,1.4,2023-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,0.5,2023-03-01T00:00:00.000Z
Femenino,Electiva Profesional 3,1.3,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,0.8,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,2.6,2022-01-01T00:00:00.000Z
Masculino,Electiva Profesional 3,1.4,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,3.2,2022-01-01T00:00:00.000Z
Femenino,Electiva Libre I,4.2,2024-03-01T00:00:00.000Z
Femenino,Electiva Libre I,3.0,2024-03-01T00:00:00.000Z
Femenino,Electiva Libre I,2.7,2024-03-01T00:00:00.000Z
Masculino,Electiva Libre I,1.5,2024-03-01T00:00:00.000Z
Femenino,Electiva Libre I,1.2,2024-03-01T00:00:00.000Z
Masculino,Lógica y Matemática Discreta,2.1,2022-01-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,3.1,2022-01-01T00:00:00.000Z
Masculino,Lógica y Matemática Discreta,2.3,2022-01-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,4.3,2022-01-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,4.3,2022-01-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,0.3,2023-03-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,4.5,2023-03-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,0.2,2023-03-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,1.0,2023-03-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,1.8,2023-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,4.7,2022-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.7,2022-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,4.4,2022-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.0,2022-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.1,2022-01-01T00:00:00.000Z
Femenino,Ingles 1,4.1,2022-03-01T00:00:00.000Z
Femenino,Ingles 1,3.5,2022-03-01T00:00:00.000Z
Femenino,Ingles 1,3.5,2022-03-01T00:00:00.000Z
Masculino,Ingles 1,1.0,2022-03-01T00:00:00.000Z
Masculino,Ingles 1,4.8,2022-03-01T00:00:00.000Z
Femenino,Administración para Ingenieros,4.2,2022-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,4.2,2022-03-01T00:00:00.000Z
Femenino,Administración para Ingenieros,3.8,2022-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,1.8,2022-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,4.5,2022-03-01T00:00:00.000Z
Femenino,Ingles 2,3.0,2021-03-01T00:00:00.000Z
Masculino,Ingles 2,5.0,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,1.9,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,0.1,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,3.6,2021-03-01T00:00:00.000Z
Femenino,Administración para Ingenieros,2.4,2022-01-01T00:00:00.000Z
Femenino,Administración para Ingenieros,2.0,2022-01-01T00:00:00.000Z
Femenino,Administración para Ingenieros,2.0,2022-01-01T00:00:00.000Z
Masculino,Administración para Ingenieros,2.9,2022-01-01T00:00:00.000Z
Masculino,Administración para Ingenieros,0.5,2022-01-01T00:00:00.000Z
Masculino,Almacenamiento de datos,2.3,2023-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,0.6,2023-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,4.6,2023-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,1.4,2023-01-01T00:00:00.000Z
Masculino,Almacenamiento de datos,3.8,2023-01-01T00:00:00.000Z
Masculino,Electiva Profesional 3,4.7,2021-03-01T00:00:00.000Z
Femenino,Electiva Profesional 3,5.0,2021-03-01T00:00:00.000Z
Femenino,Electiva Profesional 3,3.1,2021-03-01T00:00:00.000Z
Masculino,Electiva Profesional 3,2.8,2021-03-01T00:00:00.000Z
Masculino,Electiva Profesional 3,2.6,2021-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.1,2022-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.3,2022-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.8,2022-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.2,2022-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.7,2022-03-01T00:00:00.000Z
Masculino,Formación Ciudadana III: Paz y Convivencia,1.2,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana III: Paz y Convivencia,4.4,2024-03-01T00:00:00.000Z
Masculino,Formación Ciudadana III: Paz y Convivencia,4.4,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana III: Paz y Convivencia,1.6,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana III: Paz y Convivencia,4.7,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana II: Sociedad y Estado,2.0,2022-03-01T00:00:00.000Z
Masculino,Formación Ciudadana II: Sociedad y Estado,4.0,2022-03-01T00:00:00.000Z
Masculino,Formación Ciudadana II: Sociedad y Estado,1.3,2022-03-01T00:00:00.000Z
Masculino,Formación Ciudadana II: Sociedad y Estado,3.7,2022-03-01T00:00:00.000Z
Masculino,Formación Ciudadana II: Sociedad y Estado,1.9,2022-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,3.6,2022-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.0,2022-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.0,2022-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,2.4,2022-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,3.2,2022-01-01T00:00:00.000Z
